,date_time,consumption,max_demand,min_demand,avg_demand,temp,humidity
11267,04/28/2018 10:00:00 AM,260,1040,1040,1040,56.7,76.2
11268,04/28/2018 10:15:00 AM,260,1040,1040,1040,,
11269,04/28/2018 10:30:00 AM,260,1040,1040,1040,,
11270,04/28/2018 10:45:00 AM,260,1040,1040,1040,,
11271,04/28/2018 11:00:00 AM,260,1040,1040,1040,59.8,69.3
11272,04/28/2018 11:15:00 AM,250,1020,1020,1020,,
11273,04/28/2018 11:30:00 AM,260,1020,1020,1020,,
11274,04/28/2018 11:45:00 AM,270,1060,1060,1060,,
11275,04/28/2018 12:00:00 PM,260,1060,1060,1060,62.3,64.8
11276,04/28/2018 12:15:00 PM,270,1060,1060,1060,,
11277,04/28/2018 12:30:00 PM,280,1100,1100,1100,,
11278,04/28/2018 12:45:00 PM,270,1100,1100,1100,,
11279,04/28/2018 01:00:00 PM,270,1080,1080,1080,64.1,61.9
11280,04/28/2018 01:15:00 PM,270,1080,1080,1080,,
11281,04/28/2018 01:30:00 PM,270,1080,1080,1080,,
11282,04/28/2018 01:45:00 PM,270,1080,1080,1080,,
11283,04/28/2018 02:00:00 PM,260,1060,1060,1060,63.8,62.4
11284,04/28/2018 02:15:00 PM,280,1080,1080,1080,,
11285,04/28/2018 02:30:00 PM,260,1080,1080,1080,,
11286,04/28/2018 02:45:00 PM,280,1080,1080,1080,,
11287,04/28/2018 03:00:00 PM,270,1100,1100,1100,63.9,58.3
11288,04/28/2018 03:15:00 PM,270,1080,1080,1080,,
11289,04/28/2018 03:30:00 PM,260,1060,1060,1060,,
11290,04/28/2018 03:45:00 PM,270,1060,1060,1060,,
11291,04/28/2018 04:00:00 PM,270,1080,1080,1080,63.4,55.9
11292,04/28/2018 04:15:00 PM,280,1100,1100,1100,,
11293,04/28/2018 04:30:00 PM,260,1080,1080,1080,,
11294,04/28/2018 04:45:00 PM,270,1060,1060,1060,,
11295,04/28/2018 05:00:00 PM,270,1080,1080,1080,61.1,59.1
11296,04/28/2018 05:15:00 PM,260,1060,1060,1060,,
11297,04/28/2018 05:30:00 PM,260,1040,1040,1040,,
11298,04/28/2018 05:45:00 PM,270,1060,1060,1060,,
11299,04/28/2018 06:00:00 PM,270,1080,1080,1080,60.7,60.7
11300,04/28/2018 06:15:00 PM,260,1060,1060,1060,,
11301,04/28/2018 06:30:00 PM,260,1040,1040,1040,,
11302,04/28/2018 06:45:00 PM,280,1080,1080,1080,,
11303,04/28/2018 07:00:00 PM,260,1080,1080,1080,58.0,71.0
11304,04/28/2018 07:15:00 PM,260,1040,1040,1040,,
11305,04/28/2018 07:30:00 PM,240,1000,1000,1000,,
11306,04/28/2018 07:45:00 PM,260,1000,1000,1000,,
11307,04/28/2018 08:00:00 PM,260,1040,1040,1040,58.5,71.0
11308,04/28/2018 08:15:00 PM,260,1040,1040,1040,,
11309,04/28/2018 08:30:00 PM,260,1040,1040,1040,,
11310,04/28/2018 08:45:00 PM,240,1000,1000,1000,,
11311,04/28/2018 09:00:00 PM,260,1000,1000,1000,54.8,87.2
11312,04/28/2018 09:15:00 PM,250,1020,1020,1020,,
11313,04/28/2018 09:30:00 PM,250,1000,1000,1000,,
11314,04/28/2018 09:45:00 PM,260,1020,1020,1020,,
11315,04/28/2018 10:00:00 PM,240,1000,1000,1000,54.4,86.9
11316,04/28/2018 10:15:00 PM,260,1000,1000,1000,,
11317,04/28/2018 10:30:00 PM,240,1000,1000,1000,,
11318,04/28/2018 10:45:00 PM,240,960,960,960,,
11319,04/28/2018 11:00:00 PM,260,1000,1000,1000,54.0,87.4
11320,04/28/2018 11:15:00 PM,240,1000,1000,1000,,
11321,04/28/2018 11:30:00 PM,250,980,980,980,,
11322,04/28/2018 11:45:00 PM,250,1000,1000,1000,,
11323,04/29/2018 12:00:00 AM,240,980,980,980,53.5,90.2
11324,04/29/2018 12:15:00 AM,260,1000,1000,1000,,
11325,04/29/2018 12:30:00 AM,250,1020,1020,1020,,
11326,04/29/2018 12:45:00 AM,250,1000,1000,1000,,
11327,04/29/2018 01:00:00 AM,250,1000,1000,1000,53.5,90.9
11328,04/29/2018 01:15:00 AM,250,1000,1000,1000,,
11329,04/29/2018 01:30:00 AM,250,1000,1000,1000,,
11330,04/29/2018 01:45:00 AM,250,1000,1000,1000,,
11331,04/29/2018 02:00:00 AM,240,980,980,980,53.1,90.6
11332,04/29/2018 02:15:00 AM,250,980,980,980,,
11333,04/29/2018 02:30:00 AM,250,1000,1000,1000,,
11334,04/29/2018 02:45:00 AM,240,980,980,980,,
11335,04/29/2018 03:00:00 AM,260,1000,1000,1000,52.8,90.7
11336,04/29/2018 03:15:00 AM,240,1000,1000,1000,,
11337,04/29/2018 03:30:00 AM,240,960,960,960,,
11338,04/29/2018 03:45:00 AM,250,980,980,980,,
11339,04/29/2018 04:00:00 AM,250,1000,1000,1000,53.0,88.2
11340,04/29/2018 04:15:00 AM,240,980,980,980,,
11341,04/29/2018 04:30:00 AM,260,1000,1000,1000,,
11342,04/29/2018 04:45:00 AM,230,980,980,980,,
11343,04/29/2018 05:00:00 AM,250,960,960,960,52.2,86.6
11344,04/29/2018 05:15:00 AM,240,980,980,980,,
11345,04/29/2018 05:30:00 AM,250,980,980,980,,
11346,04/29/2018 05:45:00 AM,250,1000,1000,1000,,
11347,04/29/2018 06:00:00 AM,240,980,980,980,51.3,81.7
11348,04/29/2018 06:15:00 AM,250,980,980,980,,
11349,04/29/2018 06:30:00 AM,250,1000,1000,1000,,
11350,04/29/2018 06:45:00 AM,260,1020,1020,1020,,
11351,04/29/2018 07:00:00 AM,240,1000,1000,1000,49.4,79.0
11352,04/29/2018 07:15:00 AM,250,980,980,980,,
11353,04/29/2018 07:30:00 AM,250,1000,1000,1000,,
11354,04/29/2018 07:45:00 AM,260,1020,1020,1020,,
11355,04/29/2018 08:00:00 AM,240,1000,1000,1000,48.8,72.7
11356,04/29/2018 08:15:00 AM,260,1000,1000,1000,,
11357,04/29/2018 08:30:00 AM,240,1000,1000,1000,,
11358,04/29/2018 08:45:00 AM,260,1000,1000,1000,,
11359,04/29/2018 09:00:00 AM,260,1040,1040,1040,50.1,63.3
11360,04/29/2018 09:15:00 AM,250,1020,1020,1020,,
11361,04/29/2018 09:30:00 AM,250,1000,1000,1000,,
11362,04/29/2018 09:45:00 AM,260,1020,1020,1020,,
11363,04/29/2018 10:00:00 AM,250,1020,1020,1020,50.6,58.5
11364,04/29/2018 10:15:00 AM,250,1000,1000,1000,,
11365,04/29/2018 10:30:00 AM,260,1020,1020,1020,,
11366,04/29/2018 10:45:00 AM,260,1040,1040,1040,,
11367,04/29/2018 11:00:00 AM,240,1000,1000,1000,53.9,50.8
11368,04/29/2018 11:15:00 AM,260,1000,1000,1000,,
11369,04/29/2018 11:30:00 AM,260,1040,1040,1040,,
11370,04/29/2018 11:45:00 AM,270,1060,1060,1060,,
11371,04/29/2018 12:00:00 PM,270,1080,1080,1080,56.2,45.9
11372,04/29/2018 12:15:00 PM,260,1060,1060,1060,,
11373,04/29/2018 12:30:00 PM,260,1040,1040,1040,,
11374,04/29/2018 12:45:00 PM,260,1040,1040,1040,,
11375,04/29/2018 01:00:00 PM,260,1040,1040,1040,56.7,41.3
11376,04/29/2018 01:15:00 PM,260,1040,1040,1040,,
11377,04/29/2018 01:30:00 PM,250,1020,1020,1020,,
11378,04/29/2018 01:45:00 PM,270,1040,1040,1040,,
11379,04/29/2018 02:00:00 PM,260,1060,1060,1060,57.1,38.2
11380,04/29/2018 02:15:00 PM,260,1040,1040,1040,,
11381,04/29/2018 02:30:00 PM,260,1040,1040,1040,,
11382,04/29/2018 02:45:00 PM,260,1040,1040,1040,,
11383,04/29/2018 03:00:00 PM,260,1040,1040,1040,56.7,39.0
11384,04/29/2018 03:15:00 PM,260,1040,1040,1040,,
11385,04/29/2018 03:30:00 PM,260,1040,1040,1040,,
11386,04/29/2018 03:45:00 PM,250,1020,1020,1020,,
11387,04/29/2018 04:00:00 PM,260,1020,1020,1020,55.7,41.7
11388,04/29/2018 04:15:00 PM,270,1060,1060,1060,,
11389,04/29/2018 04:30:00 PM,260,1060,1060,1060,,
11390,04/29/2018 04:45:00 PM,260,1040,1040,1040,,
11391,04/29/2018 05:00:00 PM,260,1040,1040,1040,53.5,44.1
11392,04/29/2018 05:15:00 PM,260,1040,1040,1040,,
11393,04/29/2018 05:30:00 PM,260,1040,1040,1040,,
11394,04/29/2018 05:45:00 PM,260,1040,1040,1040,,
11395,04/29/2018 06:00:00 PM,250,1020,1020,1020,51.9,44.6
11396,04/29/2018 06:15:00 PM,250,1000,1000,1000,,
11397,04/29/2018 06:30:00 PM,260,1020,1020,1020,,
11398,04/29/2018 06:45:00 PM,260,1040,1040,1040,,
11399,04/29/2018 07:00:00 PM,250,1020,1020,1020,50.4,48.9
11400,04/29/2018 07:15:00 PM,250,1000,1000,1000,,
11401,04/29/2018 07:30:00 PM,260,1020,1020,1020,,
11402,04/29/2018 07:45:00 PM,260,1040,1040,1040,,
11403,04/29/2018 08:00:00 PM,250,1020,1020,1020,48.8,52.7
11404,04/29/2018 08:15:00 PM,250,1000,1000,1000,,
11405,04/29/2018 08:30:00 PM,260,1020,1020,1020,,
11406,04/29/2018 08:45:00 PM,250,1020,1020,1020,,
11407,04/29/2018 09:00:00 PM,250,1000,1000,1000,47.6,55.3
11408,04/29/2018 09:15:00 PM,260,1020,1020,1020,,
11409,04/29/2018 09:30:00 PM,240,1000,1000,1000,,
11410,04/29/2018 09:45:00 PM,260,1000,1000,1000,,
11411,04/29/2018 10:00:00 PM,240,1000,1000,1000,47.0,58.0
11412,04/29/2018 10:15:00 PM,260,1000,1000,1000,,
11413,04/29/2018 10:30:00 PM,240,1000,1000,1000,,
11414,04/29/2018 10:45:00 PM,250,980,980,980,,
11415,04/29/2018 11:00:00 PM,250,1000,1000,1000,47.7,56.1
11416,04/29/2018 11:15:00 PM,240,980,980,980,,
11417,04/29/2018 11:30:00 PM,260,1000,1000,1000,,
11418,04/29/2018 11:45:00 PM,240,1000,1000,1000,,
11419,04/30/2018 12:00:00 AM,240,960,960,960,47.6,53.9
11420,04/30/2018 12:15:00 AM,240,960,960,960,,
11421,04/30/2018 12:30:00 AM,260,1000,1000,1000,,
11422,04/30/2018 12:45:00 AM,240,1000,1000,1000,,
11423,04/30/2018 01:00:00 AM,240,960,960,960,47.7,50.0
11424,04/30/2018 01:15:00 AM,250,980,980,980,,
11425,04/30/2018 01:30:00 AM,240,980,980,980,,
11426,04/30/2018 01:45:00 AM,250,980,980,980,,
11427,04/30/2018 02:00:00 AM,240,980,980,980,47.9,46.3
11428,04/30/2018 02:15:00 AM,240,960,960,960,,
11429,04/30/2018 02:30:00 AM,240,960,960,960,,
11430,04/30/2018 02:45:00 AM,240,960,960,960,,
11431,04/30/2018 03:00:00 AM,260,1000,1000,1000,47.6,44.4
11432,04/30/2018 03:15:00 AM,240,1000,1000,1000,,
11433,04/30/2018 03:30:00 AM,260,1000,1000,1000,,
11434,04/30/2018 03:45:00 AM,240,1000,1000,1000,,
11435,04/30/2018 04:00:00 AM,260,1000,1000,1000,47.0,46.0
11436,04/30/2018 04:15:00 AM,260,1040,1040,1040,,
11437,04/30/2018 04:30:00 AM,240,1000,1000,1000,,
11438,04/30/2018 04:45:00 AM,260,1000,1000,1000,,
11439,04/30/2018 05:00:00 AM,250,1020,1020,1020,47.2,46.4
11440,04/30/2018 05:15:00 AM,280,1060,1060,1060,,
11441,04/30/2018 05:30:00 AM,310,1180,1180,1180,,
11442,04/30/2018 05:45:00 AM,360,1340,1340,1340,,
11443,04/30/2018 06:00:00 AM,350,1420,1420,1420,46.8,46.3
11444,04/30/2018 06:15:00 AM,350,1400,1400,1400,,
11445,04/30/2018 06:30:00 AM,370,1440,1440,1440,,
11446,04/30/2018 06:45:00 AM,370,1480,1480,1480,,
11447,04/30/2018 07:00:00 AM,380,1500,1500,1500,47.2,43.6
11448,04/30/2018 07:15:00 AM,390,1540,1540,1540,,
11449,04/30/2018 07:30:00 AM,410,1600,1600,1600,,
11450,04/30/2018 07:45:00 AM,420,1660,1660,1660,,
11451,04/30/2018 08:00:00 AM,440,1720,1720,1720,47.6,41.9
11452,04/30/2018 08:15:00 AM,440,1760,1760,1760,,
11453,04/30/2018 08:30:00 AM,470,1820,1820,1820,,
11454,04/30/2018 08:45:00 AM,480,1900,1900,1900,,
11455,04/30/2018 09:00:00 AM,500,1960,1960,1960,49.7,37.1
11456,04/30/2018 09:15:00 AM,510,2020,2020,2020,,
11457,04/30/2018 09:30:00 AM,520,2060,2060,2060,,
11458,04/30/2018 09:45:00 AM,520,2080,2080,2080,,
11459,04/30/2018 10:00:00 AM,520,2080,2080,2080,49.9,43.9
11460,04/30/2018 10:15:00 AM,540,2120,2120,2120,,
11461,04/30/2018 10:30:00 AM,520,2120,2120,2120,,
11462,04/30/2018 10:45:00 AM,540,2120,2120,2120,,
11463,04/30/2018 11:00:00 AM,520,2120,2120,2120,47.2,53.0
11464,04/30/2018 11:15:00 AM,540,2120,2120,2120,,
11465,04/30/2018 11:30:00 AM,540,2160,2160,2160,,
11466,04/30/2018 11:45:00 AM,540,2160,2160,2160,,
11467,04/30/2018 12:00:00 PM,540,2160,2160,2160,45.0,68.5
11468,04/30/2018 12:15:00 PM,540,2160,2160,2160,,
11469,04/30/2018 12:30:00 PM,540,2160,2160,2160,,
11470,04/30/2018 12:45:00 PM,540,2160,2160,2160,,
11471,04/30/2018 01:00:00 PM,540,2160,2160,2160,47.6,59.6
11472,04/30/2018 01:15:00 PM,540,2160,2160,2160,,
11473,04/30/2018 01:30:00 PM,540,2160,2160,2160,,
11474,04/30/2018 01:45:00 PM,530,2140,2140,2140,,
11475,04/30/2018 02:00:00 PM,540,2140,2140,2140,51.0,51.8
11476,04/30/2018 02:15:00 PM,540,2160,2160,2160,,
11477,04/30/2018 02:30:00 PM,530,2140,2140,2140,,
11478,04/30/2018 02:45:00 PM,540,2140,2140,2140,,
11479,04/30/2018 03:00:00 PM,540,2160,2160,2160,49.4,59.3
11480,04/30/2018 03:15:00 PM,530,2140,2140,2140,,
11481,04/30/2018 03:30:00 PM,530,2120,2120,2120,,
11482,04/30/2018 03:45:00 PM,540,2140,2140,2140,,
11483,04/30/2018 04:00:00 PM,520,2120,2120,2120,48.3,68.1
11484,04/30/2018 04:15:00 PM,530,2100,2100,2100,,
11485,04/30/2018 04:30:00 PM,520,2100,2100,2100,,
11486,04/30/2018 04:45:00 PM,530,2100,2100,2100,,
11487,04/30/2018 05:00:00 PM,520,2100,2100,2100,49.7,67.1
11488,04/30/2018 05:15:00 PM,530,2100,2100,2100,,
11489,04/30/2018 05:30:00 PM,530,2120,2120,2120,,
11490,04/30/2018 05:45:00 PM,520,2100,2100,2100,,
11491,04/30/2018 06:00:00 PM,510,2060,2060,2060,48.6,68.0
11492,04/30/2018 06:15:00 PM,510,2040,2040,2040,,
11493,04/30/2018 06:30:00 PM,500,2020,2020,2020,,
11494,04/30/2018 06:45:00 PM,500,2000,2000,2000,,
11495,04/30/2018 07:00:00 PM,480,1960,1960,1960,48.5,69.7
11496,04/30/2018 07:15:00 PM,480,1920,1920,1920,,
11497,04/30/2018 07:30:00 PM,460,1880,1880,1880,,
11498,04/30/2018 07:45:00 PM,460,1840,1840,1840,,
11499,04/30/2018 08:00:00 PM,440,1800,1800,1800,49.2,68.5
11500,04/30/2018 08:15:00 PM,360,1600,1600,1600,,
11501,04/30/2018 08:30:00 PM,320,1360,1360,1360,,
11502,04/30/2018 08:45:00 PM,330,1300,1300,1300,,
11503,04/30/2018 09:00:00 PM,310,1280,1280,1280,48.5,68.8
11504,04/30/2018 09:15:00 PM,320,1260,1260,1260,,
11505,04/30/2018 09:30:00 PM,310,1260,1260,1260,,
11506,04/30/2018 09:45:00 PM,310,1240,1240,1240,,
11507,04/30/2018 10:00:00 PM,300,1220,1220,1220,48.8,70.3
11508,04/30/2018 10:15:00 PM,320,1240,1240,1240,,
11509,04/30/2018 10:30:00 PM,300,1240,1240,1240,,
11510,04/30/2018 10:45:00 PM,290,1180,1180,1180,,
11511,04/30/2018 11:00:00 PM,290,1160,1160,1160,48.8,69.7
11512,04/30/2018 11:15:00 PM,300,1180,1180,1180,,
11513,04/30/2018 11:30:00 PM,290,1180,1180,1180,,
11514,04/30/2018 11:45:00 PM,280,1140,1140,1140,,
11515,05/01/2018 12:00:00 AM,290,1140,1140,1140,48.3,68.3
11516,05/01/2018 12:15:00 AM,260,1100,1100,1100,,
11517,05/01/2018 12:30:00 AM,260,1040,1040,1040,,
11518,05/01/2018 12:45:00 AM,260,1040,1040,1040,,
11519,05/01/2018 01:00:00 AM,240,1000,1000,1000,47.7,67.2
11520,05/01/2018 01:15:00 AM,240,960,960,960,,
11521,05/01/2018 01:30:00 AM,250,980,980,980,,
11522,05/01/2018 01:45:00 AM,240,980,980,980,,
11523,05/01/2018 02:00:00 AM,250,980,980,980,48.3,62.3
11524,05/01/2018 02:15:00 AM,240,980,980,980,,
11525,05/01/2018 02:30:00 AM,240,960,960,960,,
11526,05/01/2018 02:45:00 AM,240,960,960,960,,
11527,05/01/2018 03:00:00 AM,260,1000,1000,1000,48.8,61.7
11528,05/01/2018 03:15:00 AM,250,1020,1020,1020,,
11529,05/01/2018 03:30:00 AM,250,1000,1000,1000,,
11530,05/01/2018 03:45:00 AM,250,1000,1000,1000,,
11531,05/01/2018 04:00:00 AM,250,1000,1000,1000,49.4,60.7
11532,05/01/2018 04:15:00 AM,260,1020,1020,1020,,
11533,05/01/2018 04:30:00 AM,240,1000,1000,1000,,
11534,05/01/2018 04:45:00 AM,250,980,980,980,,
11535,05/01/2018 05:00:00 AM,250,1000,1000,1000,49.2,63.7
11536,05/01/2018 05:15:00 AM,280,1060,1060,1060,,
11537,05/01/2018 05:30:00 AM,340,1240,1240,1240,,
11538,05/01/2018 05:45:00 AM,340,1360,1360,1360,,
11539,05/01/2018 06:00:00 AM,340,1360,1360,1360,48.8,61.4
11540,05/01/2018 06:15:00 AM,360,1400,1400,1400,,
11541,05/01/2018 06:30:00 AM,350,1420,1420,1420,,
11542,05/01/2018 06:45:00 AM,370,1440,1440,1440,,
11543,05/01/2018 07:00:00 AM,360,1460,1460,1460,49.9,56.5
11544,05/01/2018 07:15:00 AM,400,1520,1520,1520,,
11545,05/01/2018 07:30:00 AM,400,1600,1600,1600,,
11546,05/01/2018 07:45:00 AM,420,1640,1640,1640,,
11547,05/01/2018 08:00:00 AM,420,1680,1680,1680,54.6,44.5
11548,05/01/2018 08:15:00 AM,440,1720,1720,1720,,
11549,05/01/2018 08:30:00 AM,460,1800,1800,1800,,
11550,05/01/2018 08:45:00 AM,460,1840,1840,1840,,
11551,05/01/2018 09:00:00 AM,480,1880,1880,1880,59.1,35.3
11552,05/01/2018 09:15:00 AM,500,1960,1960,1960,,
11553,05/01/2018 09:30:00 AM,500,2000,2000,2000,,
11554,05/01/2018 09:45:00 AM,520,2040,2040,2040,,
11555,05/01/2018 10:00:00 AM,510,2060,2060,2060,63.8,25.6
11556,05/01/2018 10:15:00 AM,510,2040,2040,2040,,
11557,05/01/2018 10:30:00 AM,520,2060,2060,2060,,
11558,05/01/2018 10:45:00 AM,530,2100,2100,2100,,
11559,05/01/2018 11:00:00 AM,530,2120,2120,2120,68.4,20.1
11560,05/01/2018 11:15:00 AM,520,2100,2100,2100,,
11561,05/01/2018 11:30:00 AM,520,2080,2080,2080,,
11562,05/01/2018 11:45:00 AM,540,2120,2120,2120,,
11563,05/01/2018 12:00:00 PM,530,2140,2140,2140,71.5,16.2
11564,05/01/2018 12:15:00 PM,540,2140,2140,2140,,
11565,05/01/2018 12:30:00 PM,540,2160,2160,2160,,
11566,05/01/2018 12:45:00 PM,550,2180,2180,2180,,
11567,05/01/2018 01:00:00 PM,560,2220,2220,2220,74.0,16.3
11568,05/01/2018 01:15:00 PM,560,2240,2240,2240,,
11569,05/01/2018 01:30:00 PM,560,2240,2240,2240,,
11570,05/01/2018 01:45:00 PM,560,2240,2240,2240,,
11571,05/01/2018 02:00:00 PM,570,2260,2260,2260,76.7,14.4
11572,05/01/2018 02:15:00 PM,570,2280,2280,2280,,
11573,05/01/2018 02:30:00 PM,700,2540,2540,2540,,
11574,05/01/2018 02:45:00 PM,660,2720,2720,2720,,
11575,05/01/2018 03:00:00 PM,680,2680,2680,2680,78.2,14.0
11576,05/01/2018 03:15:00 PM,660,2680,2680,2680,,
11577,05/01/2018 03:30:00 PM,620,2560,2560,2560,,
11578,05/01/2018 03:45:00 PM,640,2520,2520,2520,,
11579,05/01/2018 04:00:00 PM,640,2560,2560,2560,79.1,13.9
11580,05/01/2018 04:15:00 PM,720,2720,2720,2720,,
11581,05/01/2018 04:30:00 PM,620,2680,2680,2680,,
11582,05/01/2018 04:45:00 PM,620,2480,2480,2480,,
11583,05/01/2018 05:00:00 PM,610,2460,2460,2460,79.2,15.2
11584,05/01/2018 05:15:00 PM,610,2440,2440,2440,,
11585,05/01/2018 05:30:00 PM,600,2420,2420,2420,,
11586,05/01/2018 05:45:00 PM,620,2440,2440,2440,,
11587,05/01/2018 06:00:00 PM,600,2440,2440,2440,79.1,17.8
11588,05/01/2018 06:15:00 PM,600,2400,2400,2400,,
11589,05/01/2018 06:30:00 PM,580,2360,2360,2360,,
11590,05/01/2018 06:45:00 PM,580,2320,2320,2320,,
11591,05/01/2018 07:00:00 PM,580,2320,2320,2320,77.1,23.0
11592,05/01/2018 07:15:00 PM,560,2280,2280,2280,,
11593,05/01/2018 07:30:00 PM,540,2200,2200,2200,,
11594,05/01/2018 07:45:00 PM,460,2000,2000,2000,,
11595,05/01/2018 08:00:00 PM,440,1800,1800,1800,74.0,25.6
11596,05/01/2018 08:15:00 PM,360,1600,1600,1600,,
11597,05/01/2018 08:30:00 PM,360,1440,1440,1440,,
11598,05/01/2018 08:45:00 PM,340,1400,1400,1400,,
11599,05/01/2018 09:00:00 PM,320,1320,1320,1320,72.2,29.3
11600,05/01/2018 09:15:00 PM,320,1280,1280,1280,,
11601,05/01/2018 09:30:00 PM,310,1260,1260,1260,,
11602,05/01/2018 09:45:00 PM,310,1240,1240,1240,,
11603,05/01/2018 10:00:00 PM,320,1260,1260,1260,72.2,25.9
11604,05/01/2018 10:15:00 PM,300,1240,1240,1240,,
11605,05/01/2018 10:30:00 PM,310,1220,1220,1220,,
11606,05/01/2018 10:45:00 PM,300,1220,1220,1220,,
11607,05/01/2018 11:00:00 PM,310,1220,1220,1220,71.1,27.6
11608,05/01/2018 11:15:00 PM,300,1220,1220,1220,,
11609,05/01/2018 11:30:00 PM,280,1160,1160,1160,,
11610,05/01/2018 11:45:00 PM,300,1160,1160,1160,,
11611,05/02/2018 12:00:00 AM,280,1160,1160,1160,69.7,28.8
11612,05/02/2018 12:15:00 AM,280,1120,1120,1120,,
11613,05/02/2018 12:30:00 AM,260,1080,1080,1080,,
11614,05/02/2018 12:45:00 AM,260,1040,1040,1040,,
11615,05/02/2018 01:00:00 AM,250,1020,1020,1020,68.6,29.7
11616,05/02/2018 01:15:00 AM,250,1000,1000,1000,,
11617,05/02/2018 01:30:00 AM,260,1020,1020,1020,,
11618,05/02/2018 01:45:00 AM,250,1020,1020,1020,,
11619,05/02/2018 02:00:00 AM,240,980,980,980,68.4,29.3
11620,05/02/2018 02:15:00 AM,250,980,980,980,,
11621,05/02/2018 02:30:00 AM,250,1000,1000,1000,,
11622,05/02/2018 02:45:00 AM,250,1000,1000,1000,,
11623,05/02/2018 03:00:00 AM,240,980,980,980,67.2,31.3
11624,05/02/2018 03:15:00 AM,250,980,980,980,,
11625,05/02/2018 03:30:00 AM,240,980,980,980,,
11626,05/02/2018 03:45:00 AM,250,980,980,980,,
11627,05/02/2018 04:00:00 AM,250,1000,1000,1000,66.3,32.1
11628,05/02/2018 04:15:00 AM,240,980,980,980,,
11629,05/02/2018 04:30:00 AM,250,980,980,980,,
11630,05/02/2018 04:45:00 AM,240,980,980,980,,
11631,05/02/2018 05:00:00 AM,250,980,980,980,65.0,33.2
11632,05/02/2018 05:15:00 AM,290,1080,1080,1080,,
11633,05/02/2018 05:30:00 AM,340,1260,1260,1260,,
11634,05/02/2018 05:45:00 AM,360,1400,1400,1400,,
11635,05/02/2018 06:00:00 AM,360,1440,1440,1440,64.1,34.7
11636,05/02/2018 06:15:00 AM,390,1500,1500,1500,,
11637,05/02/2018 06:30:00 AM,410,1600,1600,1600,,
11638,05/02/2018 06:45:00 AM,400,1620,1620,1620,,
11639,05/02/2018 07:00:00 AM,420,1640,1640,1640,66.1,32.4
11640,05/02/2018 07:15:00 AM,420,1680,1680,1680,,
11641,05/02/2018 07:30:00 AM,440,1720,1720,1720,,
11642,05/02/2018 07:45:00 AM,420,1720,1720,1720,,
11643,05/02/2018 08:00:00 AM,440,1720,1720,1720,70.2,29.1
11644,05/02/2018 08:15:00 AM,450,1780,1780,1780,,
11645,05/02/2018 08:30:00 AM,470,1840,1840,1840,,
11646,05/02/2018 08:45:00 AM,480,1900,1900,1900,,
11647,05/02/2018 09:00:00 AM,490,1940,1940,1940,73.8,24.8
11648,05/02/2018 09:15:00 AM,520,2020,2020,2020,,
11649,05/02/2018 09:30:00 AM,520,2080,2080,2080,,
11650,05/02/2018 09:45:00 AM,570,2180,2180,2180,,
11651,05/02/2018 10:00:00 AM,720,2580,2580,2580,79.6,20.9
11652,05/02/2018 10:15:00 AM,640,2720,2720,2720,,
11653,05/02/2018 10:30:00 AM,720,2720,2720,2720,,
11654,05/02/2018 10:45:00 AM,630,2700,2700,2700,,
11655,05/02/2018 11:00:00 AM,630,2520,2520,2520,83.0,18.7
11656,05/02/2018 11:15:00 AM,620,2500,2500,2500,,
11657,05/02/2018 11:30:00 AM,620,2480,2480,2480,,
11658,05/02/2018 11:45:00 AM,620,2480,2480,2480,,
11659,05/02/2018 12:00:00 PM,630,2500,2500,2500,85.2,16.9
11660,05/02/2018 12:15:00 PM,640,2540,2540,2540,,
11661,05/02/2018 12:30:00 PM,650,2580,2580,2580,,
11662,05/02/2018 12:45:00 PM,640,2580,2580,2580,,
11663,05/02/2018 01:00:00 PM,650,2580,2580,2580,87.2,16.0
11664,05/02/2018 01:15:00 PM,650,2600,2600,2600,,
11665,05/02/2018 01:30:00 PM,650,2600,2600,2600,,
11666,05/02/2018 01:45:00 PM,650,2600,2600,2600,,
11667,05/02/2018 02:00:00 PM,640,2580,2580,2580,87.3,15.9
11668,05/02/2018 02:15:00 PM,640,2560,2560,2560,,
11669,05/02/2018 02:30:00 PM,660,2600,2600,2600,,
11670,05/02/2018 02:45:00 PM,640,2600,2600,2600,,
11671,05/02/2018 03:00:00 PM,660,2600,2600,2600,87.5,15.8
11672,05/02/2018 03:15:00 PM,660,2640,2640,2640,,
11673,05/02/2018 03:30:00 PM,660,2640,2640,2640,,
11674,05/02/2018 03:45:00 PM,660,2640,2640,2640,,
11675,05/02/2018 04:00:00 PM,660,2640,2640,2640,87.9,14.7
11676,05/02/2018 04:15:00 PM,660,2640,2640,2640,,
11677,05/02/2018 04:30:00 PM,660,2640,2640,2640,,
11678,05/02/2018 04:45:00 PM,660,2640,2640,2640,,
11679,05/02/2018 05:00:00 PM,650,2620,2620,2620,87.2,15.5
11680,05/02/2018 05:15:00 PM,660,2620,2620,2620,,
11681,05/02/2018 05:30:00 PM,670,2660,2660,2660,,
11682,05/02/2018 05:45:00 PM,640,2620,2620,2620,,
11683,05/02/2018 06:00:00 PM,640,2560,2560,2560,86.3,17.5
11684,05/02/2018 06:15:00 PM,630,2540,2540,2540,,
11685,05/02/2018 06:30:00 PM,620,2500,2500,2500,,
11686,05/02/2018 06:45:00 PM,610,2460,2460,2460,,
